sample_uid,dataset_source,patch_id,site_id,patch_type,label,rgb_path,lidar_path,rgb_width,rgb_height,lidar_width,lidar_height,has_rgb_world_file,has_lidar_world_file,status
exports_qgis_auto:site02_neg_auto01,exports_qgis_auto,site02_neg_auto01,site02,neg,non_archeologique,data\exports_qgis_auto\rgb\site02_neg_auto01.png,data\exports_qgis_auto\lidar\site02_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site02_neg_auto03,exports_qgis_auto,site02_neg_auto03,site02,neg,non_archeologique,data\exports_qgis_auto\rgb\site02_neg_auto03.png,data\exports_qgis_auto\lidar\site02_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site02_neg_auto04,exports_qgis_auto,site02_neg_auto04,site02,neg,non_archeologique,data\exports_qgis_auto\rgb\site02_neg_auto04.png,data\exports_qgis_auto\lidar\site02_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site02_neg_auto05,exports_qgis_auto,site02_neg_auto05,site02,neg,non_archeologique,data\exports_qgis_auto\rgb\site02_neg_auto05.png,data\exports_qgis_auto\lidar\site02_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site02_neg_auto06,exports_qgis_auto,site02_neg_auto06,site02,neg,non_archeologique,data\exports_qgis_auto\rgb\site02_neg_auto06.png,data\exports_qgis_auto\lidar\site02_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site02_patch,exports_qgis_auto,site02_patch,site02,patch,archeologique,data\exports_qgis_auto\rgb\site02_patch.png,data\exports_qgis_auto\lidar\site02_patch_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site02_tres_large,exports_qgis_auto,site02_tres_large,site02,tres_large,archeologique,data\exports_qgis_auto\rgb\site02_tres_large.png,data\exports_qgis_auto\lidar\site02_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site03_large,exports_qgis_auto,site03_large,site03,large,archeologique,data\exports_qgis_auto\rgb\site03_large.png,data\exports_qgis_auto\lidar\site03_large_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site03_neg_auto01,exports_qgis_auto,site03_neg_auto01,site03,neg,non_archeologique,data\exports_qgis_auto\rgb\site03_neg_auto01.png,data\exports_qgis_auto\lidar\site03_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site03_neg_auto02,exports_qgis_auto,site03_neg_auto02,site03,neg,non_archeologique,data\exports_qgis_auto\rgb\site03_neg_auto02.png,data\exports_qgis_auto\lidar\site03_neg_auto02_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site03_neg_auto03,exports_qgis_auto,site03_neg_auto03,site03,neg,non_archeologique,data\exports_qgis_auto\rgb\site03_neg_auto03.png,data\exports_qgis_auto\lidar\site03_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site03_neg_auto04,exports_qgis_auto,site03_neg_auto04,site03,neg,non_archeologique,data\exports_qgis_auto\rgb\site03_neg_auto04.png,data\exports_qgis_auto\lidar\site03_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site03_neg_auto05,exports_qgis_auto,site03_neg_auto05,site03,neg,non_archeologique,data\exports_qgis_auto\rgb\site03_neg_auto05.png,data\exports_qgis_auto\lidar\site03_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site03_neg_auto06,exports_qgis_auto,site03_neg_auto06,site03,neg,non_archeologique,data\exports_qgis_auto\rgb\site03_neg_auto06.png,data\exports_qgis_auto\lidar\site03_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site03_patch,exports_qgis_auto,site03_patch,site03,patch,archeologique,data\exports_qgis_auto\rgb\site03_patch.png,data\exports_qgis_auto\lidar\site03_patch_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site03_tres_large,exports_qgis_auto,site03_tres_large,site03,tres_large,archeologique,data\exports_qgis_auto\rgb\site03_tres_large.png,data\exports_qgis_auto\lidar\site03_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site04_large,exports_qgis_auto,site04_large,site04,large,archeologique,data\exports_qgis_auto\rgb\site04_large.png,data\exports_qgis_auto\lidar\site04_large_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site04_neg_auto01,exports_qgis_auto,site04_neg_auto01,site04,neg,non_archeologique,data\exports_qgis_auto\rgb\site04_neg_auto01.png,data\exports_qgis_auto\lidar\site04_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site04_neg_auto02,exports_qgis_auto,site04_neg_auto02,site04,neg,non_archeologique,data\exports_qgis_auto\rgb\site04_neg_auto02.png,data\exports_qgis_auto\lidar\site04_neg_auto02_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site04_neg_auto03,exports_qgis_auto,site04_neg_auto03,site04,neg,non_archeologique,data\exports_qgis_auto\rgb\site04_neg_auto03.png,data\exports_qgis_auto\lidar\site04_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site04_neg_auto04,exports_qgis_auto,site04_neg_auto04,site04,neg,non_archeologique,data\exports_qgis_auto\rgb\site04_neg_auto04.png,data\exports_qgis_auto\lidar\site04_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site04_neg_auto05,exports_qgis_auto,site04_neg_auto05,site04,neg,non_archeologique,data\exports_qgis_auto\rgb\site04_neg_auto05.png,data\exports_qgis_auto\lidar\site04_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site04_neg_auto06,exports_qgis_auto,site04_neg_auto06,site04,neg,non_archeologique,data\exports_qgis_auto\rgb\site04_neg_auto06.png,data\exports_qgis_auto\lidar\site04_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site04_patch,exports_qgis_auto,site04_patch,site04,patch,archeologique,data\exports_qgis_auto\rgb\site04_patch.png,data\exports_qgis_auto\lidar\site04_patch_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site04_tres_large,exports_qgis_auto,site04_tres_large,site04,tres_large,archeologique,data\exports_qgis_auto\rgb\site04_tres_large.png,data\exports_qgis_auto\lidar\site04_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site05_large,exports_qgis_auto,site05_large,site05,large,archeologique,data\exports_qgis_auto\rgb\site05_large.png,data\exports_qgis_auto\lidar\site05_large_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site05_neg_auto01,exports_qgis_auto,site05_neg_auto01,site05,neg,non_archeologique,data\exports_qgis_auto\rgb\site05_neg_auto01.png,data\exports_qgis_auto\lidar\site05_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site05_neg_auto02,exports_qgis_auto,site05_neg_auto02,site05,neg,non_archeologique,data\exports_qgis_auto\rgb\site05_neg_auto02.png,data\exports_qgis_auto\lidar\site05_neg_auto02_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site05_neg_auto03,exports_qgis_auto,site05_neg_auto03,site05,neg,non_archeologique,data\exports_qgis_auto\rgb\site05_neg_auto03.png,data\exports_qgis_auto\lidar\site05_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site05_neg_auto04,exports_qgis_auto,site05_neg_auto04,site05,neg,non_archeologique,data\exports_qgis_auto\rgb\site05_neg_auto04.png,data\exports_qgis_auto\lidar\site05_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site05_neg_auto05,exports_qgis_auto,site05_neg_auto05,site05,neg,non_archeologique,data\exports_qgis_auto\rgb\site05_neg_auto05.png,data\exports_qgis_auto\lidar\site05_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site05_neg_auto06,exports_qgis_auto,site05_neg_auto06,site05,neg,non_archeologique,data\exports_qgis_auto\rgb\site05_neg_auto06.png,data\exports_qgis_auto\lidar\site05_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site05_patch,exports_qgis_auto,site05_patch,site05,patch,archeologique,data\exports_qgis_auto\rgb\site05_patch.png,data\exports_qgis_auto\lidar\site05_patch_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site05_tres_large,exports_qgis_auto,site05_tres_large,site05,tres_large,archeologique,data\exports_qgis_auto\rgb\site05_tres_large.png,data\exports_qgis_auto\lidar\site05_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site06_large,exports_qgis_auto,site06_large,site06,large,archeologique,data\exports_qgis_auto\rgb\site06_large.png,data\exports_qgis_auto\lidar\site06_large_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site06_neg_auto01,exports_qgis_auto,site06_neg_auto01,site06,neg,non_archeologique,data\exports_qgis_auto\rgb\site06_neg_auto01.png,data\exports_qgis_auto\lidar\site06_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site06_neg_auto02,exports_qgis_auto,site06_neg_auto02,site06,neg,non_archeologique,data\exports_qgis_auto\rgb\site06_neg_auto02.png,data\exports_qgis_auto\lidar\site06_neg_auto02_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site06_neg_auto03,exports_qgis_auto,site06_neg_auto03,site06,neg,non_archeologique,data\exports_qgis_auto\rgb\site06_neg_auto03.png,data\exports_qgis_auto\lidar\site06_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site06_neg_auto04,exports_qgis_auto,site06_neg_auto04,site06,neg,non_archeologique,data\exports_qgis_auto\rgb\site06_neg_auto04.png,data\exports_qgis_auto\lidar\site06_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site06_neg_auto05,exports_qgis_auto,site06_neg_auto05,site06,neg,non_archeologique,data\exports_qgis_auto\rgb\site06_neg_auto05.png,data\exports_qgis_auto\lidar\site06_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site06_neg_auto06,exports_qgis_auto,site06_neg_auto06,site06,neg,non_archeologique,data\exports_qgis_auto\rgb\site06_neg_auto06.png,data\exports_qgis_auto\lidar\site06_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site06_patch,exports_qgis_auto,site06_patch,site06,patch,archeologique,data\exports_qgis_auto\rgb\site06_patch.png,data\exports_qgis_auto\lidar\site06_patch_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site06_tres_large,exports_qgis_auto,site06_tres_large,site06,tres_large,archeologique,data\exports_qgis_auto\rgb\site06_tres_large.png,data\exports_qgis_auto\lidar\site06_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site07_large,exports_qgis_auto,site07_large,site07,large,archeologique,data\exports_qgis_auto\rgb\site07_large.png,data\exports_qgis_auto\lidar\site07_large_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site07_neg_auto01,exports_qgis_auto,site07_neg_auto01,site07,neg,non_archeologique,data\exports_qgis_auto\rgb\site07_neg_auto01.png,data\exports_qgis_auto\lidar\site07_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site07_neg_auto02,exports_qgis_auto,site07_neg_auto02,site07,neg,non_archeologique,data\exports_qgis_auto\rgb\site07_neg_auto02.png,data\exports_qgis_auto\lidar\site07_neg_auto02_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site07_neg_auto03,exports_qgis_auto,site07_neg_auto03,site07,neg,non_archeologique,data\exports_qgis_auto\rgb\site07_neg_auto03.png,data\exports_qgis_auto\lidar\site07_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site07_neg_auto04,exports_qgis_auto,site07_neg_auto04,site07,neg,non_archeologique,data\exports_qgis_auto\rgb\site07_neg_auto04.png,data\exports_qgis_auto\lidar\site07_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site07_neg_auto05,exports_qgis_auto,site07_neg_auto05,site07,neg,non_archeologique,data\exports_qgis_auto\rgb\site07_neg_auto05.png,data\exports_qgis_auto\lidar\site07_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site07_neg_auto06,exports_qgis_auto,site07_neg_auto06,site07,neg,non_archeologique,data\exports_qgis_auto\rgb\site07_neg_auto06.png,data\exports_qgis_auto\lidar\site07_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site07_patch,exports_qgis_auto,site07_patch,site07,patch,archeologique,data\exports_qgis_auto\rgb\site07_patch.png,data\exports_qgis_auto\lidar\site07_patch_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site07_tres_large,exports_qgis_auto,site07_tres_large,site07,tres_large,archeologique,data\exports_qgis_auto\rgb\site07_tres_large.png,data\exports_qgis_auto\lidar\site07_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site08_large,exports_qgis_auto,site08_large,site08,large,archeologique,data\exports_qgis_auto\rgb\site08_large.png,data\exports_qgis_auto\lidar\site08_large_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site08_neg_auto01,exports_qgis_auto,site08_neg_auto01,site08,neg,non_archeologique,data\exports_qgis_auto\rgb\site08_neg_auto01.png,data\exports_qgis_auto\lidar\site08_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site08_neg_auto02,exports_qgis_auto,site08_neg_auto02,site08,neg,non_archeologique,data\exports_qgis_auto\rgb\site08_neg_auto02.png,data\exports_qgis_auto\lidar\site08_neg_auto02_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site08_neg_auto03,exports_qgis_auto,site08_neg_auto03,site08,neg,non_archeologique,data\exports_qgis_auto\rgb\site08_neg_auto03.png,data\exports_qgis_auto\lidar\site08_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site08_neg_auto04,exports_qgis_auto,site08_neg_auto04,site08,neg,non_archeologique,data\exports_qgis_auto\rgb\site08_neg_auto04.png,data\exports_qgis_auto\lidar\site08_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site08_neg_auto05,exports_qgis_auto,site08_neg_auto05,site08,neg,non_archeologique,data\exports_qgis_auto\rgb\site08_neg_auto05.png,data\exports_qgis_auto\lidar\site08_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site08_neg_auto06,exports_qgis_auto,site08_neg_auto06,site08,neg,non_archeologique,data\exports_qgis_auto\rgb\site08_neg_auto06.png,data\exports_qgis_auto\lidar\site08_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site08_patch,exports_qgis_auto,site08_patch,site08,patch,archeologique,data\exports_qgis_auto\rgb\site08_patch.png,data\exports_qgis_auto\lidar\site08_patch_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site08_tres_large,exports_qgis_auto,site08_tres_large,site08,tres_large,archeologique,data\exports_qgis_auto\rgb\site08_tres_large.png,data\exports_qgis_auto\lidar\site08_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site09_large,exports_qgis_auto,site09_large,site09,large,archeologique,data\exports_qgis_auto\rgb\site09_large.png,data\exports_qgis_auto\lidar\site09_large_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site09_neg_auto01,exports_qgis_auto,site09_neg_auto01,site09,neg,non_archeologique,data\exports_qgis_auto\rgb\site09_neg_auto01.png,data\exports_qgis_auto\lidar\site09_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site09_neg_auto02,exports_qgis_auto,site09_neg_auto02,site09,neg,non_archeologique,data\exports_qgis_auto\rgb\site09_neg_auto02.png,data\exports_qgis_auto\lidar\site09_neg_auto02_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site09_neg_auto03,exports_qgis_auto,site09_neg_auto03,site09,neg,non_archeologique,data\exports_qgis_auto\rgb\site09_neg_auto03.png,data\exports_qgis_auto\lidar\site09_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site09_neg_auto04,exports_qgis_auto,site09_neg_auto04,site09,neg,non_archeologique,data\exports_qgis_auto\rgb\site09_neg_auto04.png,data\exports_qgis_auto\lidar\site09_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site09_neg_auto05,exports_qgis_auto,site09_neg_auto05,site09,neg,non_archeologique,data\exports_qgis_auto\rgb\site09_neg_auto05.png,data\exports_qgis_auto\lidar\site09_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site09_neg_auto06,exports_qgis_auto,site09_neg_auto06,site09,neg,non_archeologique,data\exports_qgis_auto\rgb\site09_neg_auto06.png,data\exports_qgis_auto\lidar\site09_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site09_patch,exports_qgis_auto,site09_patch,site09,patch,archeologique,data\exports_qgis_auto\rgb\site09_patch.png,data\exports_qgis_auto\lidar\site09_patch_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site09_tres_large,exports_qgis_auto,site09_tres_large,site09,tres_large,archeologique,data\exports_qgis_auto\rgb\site09_tres_large.png,data\exports_qgis_auto\lidar\site09_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site10_large,exports_qgis_auto,site10_large,site10,large,archeologique,data\exports_qgis_auto\rgb\site10_large.png,data\exports_qgis_auto\lidar\site10_large_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site10_neg_auto01,exports_qgis_auto,site10_neg_auto01,site10,neg,non_archeologique,data\exports_qgis_auto\rgb\site10_neg_auto01.png,data\exports_qgis_auto\lidar\site10_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site10_neg_auto02,exports_qgis_auto,site10_neg_auto02,site10,neg,non_archeologique,data\exports_qgis_auto\rgb\site10_neg_auto02.png,data\exports_qgis_auto\lidar\site10_neg_auto02_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site10_neg_auto03,exports_qgis_auto,site10_neg_auto03,site10,neg,non_archeologique,data\exports_qgis_auto\rgb\site10_neg_auto03.png,data\exports_qgis_auto\lidar\site10_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site10_neg_auto04,exports_qgis_auto,site10_neg_auto04,site10,neg,non_archeologique,data\exports_qgis_auto\rgb\site10_neg_auto04.png,data\exports_qgis_auto\lidar\site10_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site10_neg_auto05,exports_qgis_auto,site10_neg_auto05,site10,neg,non_archeologique,data\exports_qgis_auto\rgb\site10_neg_auto05.png,data\exports_qgis_auto\lidar\site10_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site10_neg_auto06,exports_qgis_auto,site10_neg_auto06,site10,neg,non_archeologique,data\exports_qgis_auto\rgb\site10_neg_auto06.png,data\exports_qgis_auto\lidar\site10_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site10_patch,exports_qgis_auto,site10_patch,site10,patch,archeologique,data\exports_qgis_auto\rgb\site10_patch.png,data\exports_qgis_auto\lidar\site10_patch_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site10_tres_large,exports_qgis_auto,site10_tres_large,site10,tres_large,archeologique,data\exports_qgis_auto\rgb\site10_tres_large.png,data\exports_qgis_auto\lidar\site10_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site11_large,exports_qgis_auto,site11_large,site11,large,archeologique,data\exports_qgis_auto\rgb\site11_large.png,data\exports_qgis_auto\lidar\site11_large_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site11_neg_auto01,exports_qgis_auto,site11_neg_auto01,site11,neg,non_archeologique,data\exports_qgis_auto\rgb\site11_neg_auto01.png,data\exports_qgis_auto\lidar\site11_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site11_neg_auto02,exports_qgis_auto,site11_neg_auto02,site11,neg,non_archeologique,data\exports_qgis_auto\rgb\site11_neg_auto02.png,data\exports_qgis_auto\lidar\site11_neg_auto02_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site11_neg_auto03,exports_qgis_auto,site11_neg_auto03,site11,neg,non_archeologique,data\exports_qgis_auto\rgb\site11_neg_auto03.png,data\exports_qgis_auto\lidar\site11_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site11_neg_auto04,exports_qgis_auto,site11_neg_auto04,site11,neg,non_archeologique,data\exports_qgis_auto\rgb\site11_neg_auto04.png,data\exports_qgis_auto\lidar\site11_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site11_neg_auto05,exports_qgis_auto,site11_neg_auto05,site11,neg,non_archeologique,data\exports_qgis_auto\rgb\site11_neg_auto05.png,data\exports_qgis_auto\lidar\site11_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site11_neg_auto06,exports_qgis_auto,site11_neg_auto06,site11,neg,non_archeologique,data\exports_qgis_auto\rgb\site11_neg_auto06.png,data\exports_qgis_auto\lidar\site11_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site11_patch,exports_qgis_auto,site11_patch,site11,patch,archeologique,data\exports_qgis_auto\rgb\site11_patch.png,data\exports_qgis_auto\lidar\site11_patch_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site11_tres_large,exports_qgis_auto,site11_tres_large,site11,tres_large,archeologique,data\exports_qgis_auto\rgb\site11_tres_large.png,data\exports_qgis_auto\lidar\site11_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site12_large,exports_qgis_auto,site12_large,site12,large,archeologique,data\exports_qgis_auto\rgb\site12_large.png,data\exports_qgis_auto\lidar\site12_large_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site12_neg_auto01,exports_qgis_auto,site12_neg_auto01,site12,neg,non_archeologique,data\exports_qgis_auto\rgb\site12_neg_auto01.png,data\exports_qgis_auto\lidar\site12_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site12_neg_auto02,exports_qgis_auto,site12_neg_auto02,site12,neg,non_archeologique,data\exports_qgis_auto\rgb\site12_neg_auto02.png,data\exports_qgis_auto\lidar\site12_neg_auto02_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site12_neg_auto03,exports_qgis_auto,site12_neg_auto03,site12,neg,non_archeologique,data\exports_qgis_auto\rgb\site12_neg_auto03.png,data\exports_qgis_auto\lidar\site12_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site12_neg_auto04,exports_qgis_auto,site12_neg_auto04,site12,neg,non_archeologique,data\exports_qgis_auto\rgb\site12_neg_auto04.png,data\exports_qgis_auto\lidar\site12_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site12_neg_auto05,exports_qgis_auto,site12_neg_auto05,site12,neg,non_archeologique,data\exports_qgis_auto\rgb\site12_neg_auto05.png,data\exports_qgis_auto\lidar\site12_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site12_neg_auto06,exports_qgis_auto,site12_neg_auto06,site12,neg,non_archeologique,data\exports_qgis_auto\rgb\site12_neg_auto06.png,data\exports_qgis_auto\lidar\site12_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site12_patch,exports_qgis_auto,site12_patch,site12,patch,archeologique,data\exports_qgis_auto\rgb\site12_patch.png,data\exports_qgis_auto\lidar\site12_patch_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site12_tres_large,exports_qgis_auto,site12_tres_large,site12,tres_large,archeologique,data\exports_qgis_auto\rgb\site12_tres_large.png,data\exports_qgis_auto\lidar\site12_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site13_large,exports_qgis_auto,site13_large,site13,large,archeologique,data\exports_qgis_auto\rgb\site13_large.png,data\exports_qgis_auto\lidar\site13_large_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site13_neg_auto01,exports_qgis_auto,site13_neg_auto01,site13,neg,non_archeologique,data\exports_qgis_auto\rgb\site13_neg_auto01.png,data\exports_qgis_auto\lidar\site13_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site13_neg_auto02,exports_qgis_auto,site13_neg_auto02,site13,neg,non_archeologique,data\exports_qgis_auto\rgb\site13_neg_auto02.png,data\exports_qgis_auto\lidar\site13_neg_auto02_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site13_neg_auto03,exports_qgis_auto,site13_neg_auto03,site13,neg,non_archeologique,data\exports_qgis_auto\rgb\site13_neg_auto03.png,data\exports_qgis_auto\lidar\site13_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site13_neg_auto04,exports_qgis_auto,site13_neg_auto04,site13,neg,non_archeologique,data\exports_qgis_auto\rgb\site13_neg_auto04.png,data\exports_qgis_auto\lidar\site13_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site13_neg_auto05,exports_qgis_auto,site13_neg_auto05,site13,neg,non_archeologique,data\exports_qgis_auto\rgb\site13_neg_auto05.png,data\exports_qgis_auto\lidar\site13_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site13_neg_auto06,exports_qgis_auto,site13_neg_auto06,site13,neg,non_archeologique,data\exports_qgis_auto\rgb\site13_neg_auto06.png,data\exports_qgis_auto\lidar\site13_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site13_patch,exports_qgis_auto,site13_patch,site13,patch,archeologique,data\exports_qgis_auto\rgb\site13_patch.png,data\exports_qgis_auto\lidar\site13_patch_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site13_tres_large,exports_qgis_auto,site13_tres_large,site13,tres_large,archeologique,data\exports_qgis_auto\rgb\site13_tres_large.png,data\exports_qgis_auto\lidar\site13_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site14_large,exports_qgis_auto,site14_large,site14,large,archeologique,data\exports_qgis_auto\rgb\site14_large.png,data\exports_qgis_auto\lidar\site14_large_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site14_neg_auto01,exports_qgis_auto,site14_neg_auto01,site14,neg,non_archeologique,data\exports_qgis_auto\rgb\site14_neg_auto01.png,data\exports_qgis_auto\lidar\site14_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site14_neg_auto02,exports_qgis_auto,site14_neg_auto02,site14,neg,non_archeologique,data\exports_qgis_auto\rgb\site14_neg_auto02.png,data\exports_qgis_auto\lidar\site14_neg_auto02_lidar.png,3507,2480,3507,2480,True,True,ok
