sample_uid,dataset_source,patch_id,site_id,patch_type,true_label,predicted_label,probability_archeologique,confidence,error_type,rgb_path,lidar_path
exports_qgis:site12_neg08,exports_qgis,site12_neg08,site12,neg,non_archeologique,non_archeologique,0.044941,0.955059,correct,data\exports_qgis\rgb\site12_neg08.png,data\exports_qgis\lidar\site12_neg08_lidar.png
exports_qgis:site12_neg09,exports_qgis,site12_neg09,site12,neg,non_archeologique,non_archeologique,0.188729,0.811271,correct,data\exports_qgis\rgb\site12_neg09.png,data\exports_qgis\lidar\site12_neg09_lidar.png
exports_qgis:site12_neg10,exports_qgis,site12_neg10,site12,neg,non_archeologique,archeologique,0.470539,0.529461,false_positive,data\exports_qgis\rgb\site12_neg10.png,data\exports_qgis\lidar\site12_neg10_lidar.png
exports_qgis:site12_neg11,exports_qgis,site12_neg11,site12,neg,non_archeologique,archeologique,0.934924,0.934924,false_positive,data\exports_qgis\rgb\site12_neg11.png,data\exports_qgis\lidar\site12_neg11_lidar.png
exports_qgis:site12_patch01,exports_qgis,site12_patch01,site12,patch,archeologique,archeologique,0.521650,0.521650,correct,data\exports_qgis\rgb\site12_patch01.png,data\exports_qgis\lidar\site12_patch01_lidar.png
exports_qgis:site12_patch02,exports_qgis,site12_patch02,site12,patch,archeologique,non_archeologique,0.244504,0.755496,false_negative,data\exports_qgis\rgb\site12_patch02.png,data\exports_qgis\lidar\site12_patch02_lidar.png
exports_qgis:site12_patch03,exports_qgis,site12_patch03,site12,patch,archeologique,non_archeologique,0.081016,0.918984,false_negative,data\exports_qgis\rgb\site12_patch03.png,data\exports_qgis\lidar\site12_patch03_lidar.png
exports_qgis:site12_patch04,exports_qgis,site12_patch04,site12,patch,archeologique,non_archeologique,0.229066,0.770934,false_negative,data\exports_qgis\rgb\site12_patch04.png,data\exports_qgis\lidar\site12_patch04_lidar.png
exports_qgis:site12_patch05,exports_qgis,site12_patch05,site12,patch,archeologique,archeologique,0.660152,0.660152,correct,data\exports_qgis\rgb\site12_patch05.png,data\exports_qgis\lidar\site12_patch05_lidar.png
exports_qgis:site13_large,exports_qgis,site13_large,site13,large,archeologique,archeologique,0.853450,0.853450,correct,data\exports_qgis\rgb\site13_large.png,data\exports_qgis\lidar\site13_large_lidar.png
exports_qgis:site13_neg01,exports_qgis,site13_neg01,site13,neg,non_archeologique,non_archeologique,0.129143,0.870857,correct,data\exports_qgis\rgb\site13_neg01.png,data\exports_qgis\lidar\site13_neg01_lidar.png
exports_qgis:site13_neg02,exports_qgis,site13_neg02,site13,neg,non_archeologique,non_archeologique,0.039861,0.960139,correct,data\exports_qgis\rgb\site13_neg02.png,data\exports_qgis\lidar\site13_neg02_lidar.png
exports_qgis:site13_neg03,exports_qgis,site13_neg03,site13,neg,non_archeologique,non_archeologique,0.267479,0.732521,correct,data\exports_qgis\rgb\site13_neg03.png,data\exports_qgis\lidar\site13_neg03_lidar.png
exports_qgis:site13_neg04,exports_qgis,site13_neg04,site13,neg,non_archeologique,non_archeologique,0.218791,0.781209,correct,data\exports_qgis\rgb\site13_neg04.png,data\exports_qgis\lidar\site13_neg04_lidar.png
exports_qgis:site13_neg05,exports_qgis,site13_neg05,site13,neg,non_archeologique,non_archeologique,0.141935,0.858065,correct,data\exports_qgis\rgb\site13_neg05.png,data\exports_qgis\lidar\site13_neg05_lidar.png
exports_qgis:site13_neg06,exports_qgis,site13_neg06,site13,neg,non_archeologique,non_archeologique,0.227563,0.772437,correct,data\exports_qgis\rgb\site13_neg06.png,data\exports_qgis\lidar\site13_neg06_lidar.png
exports_qgis:site13_neg07,exports_qgis,site13_neg07,site13,neg,non_archeologique,non_archeologique,0.333816,0.666184,correct,data\exports_qgis\rgb\site13_neg07.png,data\exports_qgis\lidar\site13_neg07_lidar.png
exports_qgis:site13_neg08,exports_qgis,site13_neg08,site13,neg,non_archeologique,non_archeologique,0.094486,0.905514,correct,data\exports_qgis\rgb\site13_neg08.png,data\exports_qgis\lidar\site13_neg08_lidar.png
exports_qgis:site13_neg09,exports_qgis,site13_neg09,site13,neg,non_archeologique,non_archeologique,0.056678,0.943322,correct,data\exports_qgis\rgb\site13_neg09.png,data\exports_qgis\lidar\site13_neg09_lidar.png
exports_qgis:site13_neg10,exports_qgis,site13_neg10,site13,neg,non_archeologique,non_archeologique,0.274170,0.725830,correct,data\exports_qgis\rgb\site13_neg10.png,data\exports_qgis\lidar\site13_neg10_lidar.png
exports_qgis:site13_patch01,exports_qgis,site13_patch01,site13,patch,archeologique,archeologique,0.858451,0.858451,correct,data\exports_qgis\rgb\site13_patch01.png,data\exports_qgis\lidar\site13_patch01_lidar.png
exports_qgis:site13_patch02,exports_qgis,site13_patch02,site13,patch,archeologique,archeologique,0.859359,0.859359,correct,data\exports_qgis\rgb\site13_patch02.png,data\exports_qgis\lidar\site13_patch02_lidar.png
exports_qgis:site14_large,exports_qgis,site14_large,site14,large,archeologique,archeologique,0.639679,0.639679,correct,data\exports_qgis\rgb\site14_large.png,data\exports_qgis\lidar\site14_large_lidar.png
exports_qgis:site14_neg01,exports_qgis,site14_neg01,site14,neg,non_archeologique,non_archeologique,0.125020,0.874980,correct,data\exports_qgis\rgb\site14_neg01.png,data\exports_qgis\lidar\site14_neg01_lidar.png
exports_qgis:site14_neg02,exports_qgis,site14_neg02,site14,neg,non_archeologique,non_archeologique,0.396758,0.603242,correct,data\exports_qgis\rgb\site14_neg02.png,data\exports_qgis\lidar\site14_neg02_lidar.png
exports_qgis:site14_neg03,exports_qgis,site14_neg03,site14,neg,non_archeologique,non_archeologique,0.433458,0.566542,correct,data\exports_qgis\rgb\site14_neg03.png,data\exports_qgis\lidar\site14_neg03_lidar.png
exports_qgis:site14_neg04,exports_qgis,site14_neg04,site14,neg,non_archeologique,non_archeologique,0.242249,0.757751,correct,data\exports_qgis\rgb\site14_neg04.png,data\exports_qgis\lidar\site14_neg04_lidar.png
exports_qgis:site14_neg05,exports_qgis,site14_neg05,site14,neg,non_archeologique,non_archeologique,0.083563,0.916437,correct,data\exports_qgis\rgb\site14_neg05.png,data\exports_qgis\lidar\site14_neg05_lidar.png
exports_qgis:site14_neg06,exports_qgis,site14_neg06,site14,neg,non_archeologique,non_archeologique,0.386877,0.613123,correct,data\exports_qgis\rgb\site14_neg06.png,data\exports_qgis\lidar\site14_neg06_lidar.png
exports_qgis:site14_neg07,exports_qgis,site14_neg07,site14,neg,non_archeologique,non_archeologique,0.413251,0.586749,correct,data\exports_qgis\rgb\site14_neg07.png,data\exports_qgis\lidar\site14_neg07_lidar.png
exports_qgis:site14_patch01,exports_qgis,site14_patch01,site14,patch,archeologique,archeologique,0.821713,0.821713,correct,data\exports_qgis\rgb\site14_patch01.png,data\exports_qgis\lidar\site14_patch01_lidar.png
exports_qgis:site14_patch02,exports_qgis,site14_patch02,site14,patch,archeologique,archeologique,0.598995,0.598995,correct,data\exports_qgis\rgb\site14_patch02.png,data\exports_qgis\lidar\site14_patch02_lidar.png
exports_qgis:site14_patch03,exports_qgis,site14_patch03,site14,patch,archeologique,archeologique,0.471114,0.528886,correct,data\exports_qgis\rgb\site14_patch03.png,data\exports_qgis\lidar\site14_patch03_lidar.png
exports_qgis:site14_patch04,exports_qgis,site14_patch04,site14,patch,archeologique,archeologique,0.509433,0.509433,correct,data\exports_qgis\rgb\site14_patch04.png,data\exports_qgis\lidar\site14_patch04_lidar.png
exports_qgis:site14_patch05,exports_qgis,site14_patch05,site14,patch,archeologique,archeologique,0.889846,0.889846,correct,data\exports_qgis\rgb\site14_patch05.png,data\exports_qgis\lidar\site14_patch05_lidar.png
exports_qgis:site15_neg03,exports_qgis,site15_neg03,site15,neg,non_archeologique,non_archeologique,0.011008,0.988992,correct,data\exports_qgis\rgb\site15_neg03.png,data\exports_qgis\lidar\site15_neg03_lidar.png
exports_qgis:site15_neg04,exports_qgis,site15_neg04,site15,neg,non_archeologique,non_archeologique,0.084036,0.915964,correct,data\exports_qgis\rgb\site15_neg04.png,data\exports_qgis\lidar\site15_neg04_lidar.png
exports_qgis:site15_neg06,exports_qgis,site15_neg06,site15,neg,non_archeologique,non_archeologique,0.045450,0.954550,correct,data\exports_qgis\rgb\site15_neg06.png,data\exports_qgis\lidar\site15_neg06_lidar.png
exports_qgis:site15_neg07,exports_qgis,site15_neg07,site15,neg,non_archeologique,non_archeologique,0.034352,0.965648,correct,data\exports_qgis\rgb\site15_neg07.png,data\exports_qgis\lidar\site15_neg07_lidar.png
exports_qgis:site15_neg08,exports_qgis,site15_neg08,site15,neg,non_archeologique,non_archeologique,0.069131,0.930869,correct,data\exports_qgis\rgb\site15_neg08.png,data\exports_qgis\lidar\site15_neg08_lidar.png
exports_qgis:site15_neg09,exports_qgis,site15_neg09,site15,neg,non_archeologique,non_archeologique,0.052786,0.947214,correct,data\exports_qgis\rgb\site15_neg09.png,data\exports_qgis\lidar\site15_neg09_lidar.png
exports_qgis:site15_patch01,exports_qgis,site15_patch01,site15,patch,archeologique,non_archeologique,0.196961,0.803039,false_negative,data\exports_qgis\rgb\site15_patch01.png,data\exports_qgis\lidar\site15_patch01_lidar.png
exports_qgis:site15_patch02,exports_qgis,site15_patch02,site15,patch,archeologique,non_archeologique,0.170565,0.829435,false_negative,data\exports_qgis\rgb\site15_patch02.png,data\exports_qgis\lidar\site15_patch02_lidar.png
exports_qgis:site15_patch03,exports_qgis,site15_patch03,site15,patch,archeologique,non_archeologique,0.167758,0.832242,false_negative,data\exports_qgis\rgb\site15_patch03.png,data\exports_qgis\lidar\site15_patch03_lidar.png
exports_qgis_auto:site01_large,exports_qgis_auto,site01_large,site01,large,archeologique,archeologique,0.755953,0.755953,correct,data\exports_qgis_auto\rgb\site01_large.png,data\exports_qgis_auto\lidar\site01_large_lidar.png
exports_qgis_auto:site01_neg_auto01,exports_qgis_auto,site01_neg_auto01,site01,neg,non_archeologique,archeologique,0.460958,0.539042,false_positive,data\exports_qgis_auto\rgb\site01_neg_auto01.png,data\exports_qgis_auto\lidar\site01_neg_auto01_lidar.png
exports_qgis_auto:site01_neg_auto02,exports_qgis_auto,site01_neg_auto02,site01,neg,non_archeologique,non_archeologique,0.144690,0.855310,correct,data\exports_qgis_auto\rgb\site01_neg_auto02.png,data\exports_qgis_auto\lidar\site01_neg_auto02_lidar.png
exports_qgis_auto:site01_neg_auto03,exports_qgis_auto,site01_neg_auto03,site01,neg,non_archeologique,archeologique,0.866804,0.866804,false_positive,data\exports_qgis_auto\rgb\site01_neg_auto03.png,data\exports_qgis_auto\lidar\site01_neg_auto03_lidar.png
exports_qgis_auto:site01_neg_auto04,exports_qgis_auto,site01_neg_auto04,site01,neg,non_archeologique,non_archeologique,0.049316,0.950684,correct,data\exports_qgis_auto\rgb\site01_neg_auto04.png,data\exports_qgis_auto\lidar\site01_neg_auto04_lidar.png
exports_qgis_auto:site01_neg_auto05,exports_qgis_auto,site01_neg_auto05,site01,neg,non_archeologique,archeologique,0.779305,0.779305,false_positive,data\exports_qgis_auto\rgb\site01_neg_auto05.png,data\exports_qgis_auto\lidar\site01_neg_auto05_lidar.png
exports_qgis_auto:site01_neg_auto06,exports_qgis_auto,site01_neg_auto06,site01,neg,non_archeologique,non_archeologique,0.291122,0.708878,correct,data\exports_qgis_auto\rgb\site01_neg_auto06.png,data\exports_qgis_auto\lidar\site01_neg_auto06_lidar.png
exports_qgis_auto:site01_patch,exports_qgis_auto,site01_patch,site01,patch,archeologique,archeologique,0.504560,0.504560,correct,data\exports_qgis_auto\rgb\site01_patch.png,data\exports_qgis_auto\lidar\site01_patch_lidar.png
exports_qgis_auto:site02_large,exports_qgis_auto,site02_large,site02,large,archeologique,archeologique,0.533425,0.533425,correct,data\exports_qgis_auto\rgb\site02_large.png,data\exports_qgis_auto\lidar\site02_large_lidar.png
exports_qgis_auto:site02_neg_auto01,exports_qgis_auto,site02_neg_auto01,site02,neg,non_archeologique,non_archeologique,0.410174,0.589826,correct,data\exports_qgis_auto\rgb\site02_neg_auto01.png,data\exports_qgis_auto\lidar\site02_neg_auto01_lidar.png
exports_qgis_auto:site02_neg_auto03,exports_qgis_auto,site02_neg_auto03,site02,neg,non_archeologique,archeologique,0.917773,0.917773,false_positive,data\exports_qgis_auto\rgb\site02_neg_auto03.png,data\exports_qgis_auto\lidar\site02_neg_auto03_lidar.png
exports_qgis_auto:site02_neg_auto04,exports_qgis_auto,site02_neg_auto04,site02,neg,non_archeologique,archeologique,0.692432,0.692432,false_positive,data\exports_qgis_auto\rgb\site02_neg_auto04.png,data\exports_qgis_auto\lidar\site02_neg_auto04_lidar.png
exports_qgis_auto:site02_neg_auto05,exports_qgis_auto,site02_neg_auto05,site02,neg,non_archeologique,archeologique,0.954690,0.954690,false_positive,data\exports_qgis_auto\rgb\site02_neg_auto05.png,data\exports_qgis_auto\lidar\site02_neg_auto05_lidar.png
exports_qgis_auto:site02_neg_auto06,exports_qgis_auto,site02_neg_auto06,site02,neg,non_archeologique,archeologique,0.753877,0.753877,false_positive,data\exports_qgis_auto\rgb\site02_neg_auto06.png,data\exports_qgis_auto\lidar\site02_neg_auto06_lidar.png
exports_qgis_auto:site02_patch,exports_qgis_auto,site02_patch,site02,patch,archeologique,archeologique,0.781682,0.781682,correct,data\exports_qgis_auto\rgb\site02_patch.png,data\exports_qgis_auto\lidar\site02_patch_lidar.png
exports_qgis_auto:site03_large,exports_qgis_auto,site03_large,site03,large,archeologique,non_archeologique,0.049920,0.950080,false_negative,data\exports_qgis_auto\rgb\site03_large.png,data\exports_qgis_auto\lidar\site03_large_lidar.png
exports_qgis_auto:site03_neg_auto01,exports_qgis_auto,site03_neg_auto01,site03,neg,non_archeologique,non_archeologique,0.196067,0.803933,correct,data\exports_qgis_auto\rgb\site03_neg_auto01.png,data\exports_qgis_auto\lidar\site03_neg_auto01_lidar.png
exports_qgis_auto:site03_neg_auto02,exports_qgis_auto,site03_neg_auto02,site03,neg,non_archeologique,non_archeologique,0.192287,0.807713,correct,data\exports_qgis_auto\rgb\site03_neg_auto02.png,data\exports_qgis_auto\lidar\site03_neg_auto02_lidar.png
exports_qgis_auto:site03_neg_auto03,exports_qgis_auto,site03_neg_auto03,site03,neg,non_archeologique,non_archeologique,0.004022,0.995978,correct,data\exports_qgis_auto\rgb\site03_neg_auto03.png,data\exports_qgis_auto\lidar\site03_neg_auto03_lidar.png
exports_qgis_auto:site03_neg_auto04,exports_qgis_auto,site03_neg_auto04,site03,neg,non_archeologique,non_archeologique,0.282655,0.717345,correct,data\exports_qgis_auto\rgb\site03_neg_auto04.png,data\exports_qgis_auto\lidar\site03_neg_auto04_lidar.png
exports_qgis_auto:site03_neg_auto05,exports_qgis_auto,site03_neg_auto05,site03,neg,non_archeologique,non_archeologique,0.077770,0.922230,correct,data\exports_qgis_auto\rgb\site03_neg_auto05.png,data\exports_qgis_auto\lidar\site03_neg_auto05_lidar.png
exports_qgis_auto:site03_neg_auto06,exports_qgis_auto,site03_neg_auto06,site03,neg,non_archeologique,non_archeologique,0.031518,0.968482,correct,data\exports_qgis_auto\rgb\site03_neg_auto06.png,data\exports_qgis_auto\lidar\site03_neg_auto06_lidar.png
exports_qgis_auto:site03_patch,exports_qgis_auto,site03_patch,site03,patch,archeologique,non_archeologique,0.017436,0.982564,false_negative,data\exports_qgis_auto\rgb\site03_patch.png,data\exports_qgis_auto\lidar\site03_patch_lidar.png
exports_qgis_auto:site04_large,exports_qgis_auto,site04_large,site04,large,archeologique,archeologique,0.535401,0.535401,correct,data\exports_qgis_auto\rgb\site04_large.png,data\exports_qgis_auto\lidar\site04_large_lidar.png
exports_qgis_auto:site04_neg_auto01,exports_qgis_auto,site04_neg_auto01,site04,neg,non_archeologique,non_archeologique,0.216773,0.783227,correct,data\exports_qgis_auto\rgb\site04_neg_auto01.png,data\exports_qgis_auto\lidar\site04_neg_auto01_lidar.png
exports_qgis_auto:site04_neg_auto02,exports_qgis_auto,site04_neg_auto02,site04,neg,non_archeologique,non_archeologique,0.114240,0.885760,correct,data\exports_qgis_auto\rgb\site04_neg_auto02.png,data\exports_qgis_auto\lidar\site04_neg_auto02_lidar.png
exports_qgis_auto:site04_neg_auto03,exports_qgis_auto,site04_neg_auto03,site04,neg,non_archeologique,non_archeologique,0.074555,0.925445,correct,data\exports_qgis_auto\rgb\site04_neg_auto03.png,data\exports_qgis_auto\lidar\site04_neg_auto03_lidar.png
exports_qgis_auto:site04_neg_auto04,exports_qgis_auto,site04_neg_auto04,site04,neg,non_archeologique,non_archeologique,0.110380,0.889620,correct,data\exports_qgis_auto\rgb\site04_neg_auto04.png,data\exports_qgis_auto\lidar\site04_neg_auto04_lidar.png
exports_qgis_auto:site04_neg_auto05,exports_qgis_auto,site04_neg_auto05,site04,neg,non_archeologique,non_archeologique,0.131075,0.868925,correct,data\exports_qgis_auto\rgb\site04_neg_auto05.png,data\exports_qgis_auto\lidar\site04_neg_auto05_lidar.png
exports_qgis_auto:site04_neg_auto06,exports_qgis_auto,site04_neg_auto06,site04,neg,non_archeologique,non_archeologique,0.237190,0.762810,correct,data\exports_qgis_auto\rgb\site04_neg_auto06.png,data\exports_qgis_auto\lidar\site04_neg_auto06_lidar.png
exports_qgis_auto:site04_patch,exports_qgis_auto,site04_patch,site04,patch,archeologique,archeologique,0.758391,0.758391,correct,data\exports_qgis_auto\rgb\site04_patch.png,data\exports_qgis_auto\lidar\site04_patch_lidar.png
exports_qgis_auto:site05_large,exports_qgis_auto,site05_large,site05,large,archeologique,non_archeologique,0.108118,0.891882,false_negative,data\exports_qgis_auto\rgb\site05_large.png,data\exports_qgis_auto\lidar\site05_large_lidar.png
exports_qgis_auto:site05_neg_auto01,exports_qgis_auto,site05_neg_auto01,site05,neg,non_archeologique,non_archeologique,0.029964,0.970036,correct,data\exports_qgis_auto\rgb\site05_neg_auto01.png,data\exports_qgis_auto\lidar\site05_neg_auto01_lidar.png
exports_qgis_auto:site05_neg_auto02,exports_qgis_auto,site05_neg_auto02,site05,neg,non_archeologique,non_archeologique,0.030847,0.969153,correct,data\exports_qgis_auto\rgb\site05_neg_auto02.png,data\exports_qgis_auto\lidar\site05_neg_auto02_lidar.png
exports_qgis_auto:site05_neg_auto03,exports_qgis_auto,site05_neg_auto03,site05,neg,non_archeologique,non_archeologique,0.036339,0.963661,correct,data\exports_qgis_auto\rgb\site05_neg_auto03.png,data\exports_qgis_auto\lidar\site05_neg_auto03_lidar.png
exports_qgis_auto:site05_neg_auto04,exports_qgis_auto,site05_neg_auto04,site05,neg,non_archeologique,non_archeologique,0.030209,0.969791,correct,data\exports_qgis_auto\rgb\site05_neg_auto04.png,data\exports_qgis_auto\lidar\site05_neg_auto04_lidar.png
exports_qgis_auto:site05_neg_auto05,exports_qgis_auto,site05_neg_auto05,site05,neg,non_archeologique,non_archeologique,0.030666,0.969334,correct,data\exports_qgis_auto\rgb\site05_neg_auto05.png,data\exports_qgis_auto\lidar\site05_neg_auto05_lidar.png
exports_qgis_auto:site05_neg_auto06,exports_qgis_auto,site05_neg_auto06,site05,neg,non_archeologique,non_archeologique,0.027013,0.972987,correct,data\exports_qgis_auto\rgb\site05_neg_auto06.png,data\exports_qgis_auto\lidar\site05_neg_auto06_lidar.png
exports_qgis_auto:site05_patch,exports_qgis_auto,site05_patch,site05,patch,archeologique,archeologique,0.704459,0.704459,correct,data\exports_qgis_auto\rgb\site05_patch.png,data\exports_qgis_auto\lidar\site05_patch_lidar.png
exports_qgis_auto:site06_large,exports_qgis_auto,site06_large,site06,large,archeologique,non_archeologique,0.041851,0.958149,false_negative,data\exports_qgis_auto\rgb\site06_large.png,data\exports_qgis_auto\lidar\site06_large_lidar.png
exports_qgis_auto:site06_neg_auto01,exports_qgis_auto,site06_neg_auto01,site06,neg,non_archeologique,non_archeologique,0.096597,0.903403,correct,data\exports_qgis_auto\rgb\site06_neg_auto01.png,data\exports_qgis_auto\lidar\site06_neg_auto01_lidar.png
exports_qgis_auto:site06_neg_auto02,exports_qgis_auto,site06_neg_auto02,site06,neg,non_archeologique,non_archeologique,0.015876,0.984124,correct,data\exports_qgis_auto\rgb\site06_neg_auto02.png,data\exports_qgis_auto\lidar\site06_neg_auto02_lidar.png
exports_qgis_auto:site06_neg_auto03,exports_qgis_auto,site06_neg_auto03,site06,neg,non_archeologique,non_archeologique,0.079235,0.920765,correct,data\exports_qgis_auto\rgb\site06_neg_auto03.png,data\exports_qgis_auto\lidar\site06_neg_auto03_lidar.png
exports_qgis_auto:site06_neg_auto04,exports_qgis_auto,site06_neg_auto04,site06,neg,non_archeologique,non_archeologique,0.091002,0.908998,correct,data\exports_qgis_auto\rgb\site06_neg_auto04.png,data\exports_qgis_auto\lidar\site06_neg_auto04_lidar.png
exports_qgis_auto:site06_neg_auto05,exports_qgis_auto,site06_neg_auto05,site06,neg,non_archeologique,non_archeologique,0.009472,0.990528,correct,data\exports_qgis_auto\rgb\site06_neg_auto05.png,data\exports_qgis_auto\lidar\site06_neg_auto05_lidar.png
exports_qgis_auto:site06_neg_auto06,exports_qgis_auto,site06_neg_auto06,site06,neg,non_archeologique,non_archeologique,0.151859,0.848141,correct,data\exports_qgis_auto\rgb\site06_neg_auto06.png,data\exports_qgis_auto\lidar\site06_neg_auto06_lidar.png
exports_qgis_auto:site06_patch,exports_qgis_auto,site06_patch,site06,patch,archeologique,non_archeologique,0.213864,0.786136,false_negative,data\exports_qgis_auto\rgb\site06_patch.png,data\exports_qgis_auto\lidar\site06_patch_lidar.png
exports_qgis_auto:site07_large,exports_qgis_auto,site07_large,site07,large,archeologique,archeologique,0.472139,0.527861,correct,data\exports_qgis_auto\rgb\site07_large.png,data\exports_qgis_auto\lidar\site07_large_lidar.png
exports_qgis_auto:site07_neg_auto01,exports_qgis_auto,site07_neg_auto01,site07,neg,non_archeologique,non_archeologique,0.072968,0.927032,correct,data\exports_qgis_auto\rgb\site07_neg_auto01.png,data\exports_qgis_auto\lidar\site07_neg_auto01_lidar.png
exports_qgis_auto:site07_neg_auto02,exports_qgis_auto,site07_neg_auto02,site07,neg,non_archeologique,non_archeologique,0.203280,0.796720,correct,data\exports_qgis_auto\rgb\site07_neg_auto02.png,data\exports_qgis_auto\lidar\site07_neg_auto02_lidar.png
exports_qgis_auto:site07_neg_auto03,exports_qgis_auto,site07_neg_auto03,site07,neg,non_archeologique,non_archeologique,0.023428,0.976572,correct,data\exports_qgis_auto\rgb\site07_neg_auto03.png,data\exports_qgis_auto\lidar\site07_neg_auto03_lidar.png
exports_qgis_auto:site07_neg_auto04,exports_qgis_auto,site07_neg_auto04,site07,neg,non_archeologique,non_archeologique,0.046367,0.953633,correct,data\exports_qgis_auto\rgb\site07_neg_auto04.png,data\exports_qgis_auto\lidar\site07_neg_auto04_lidar.png
exports_qgis_auto:site07_neg_auto05,exports_qgis_auto,site07_neg_auto05,site07,neg,non_archeologique,non_archeologique,0.051968,0.948032,correct,data\exports_qgis_auto\rgb\site07_neg_auto05.png,data\exports_qgis_auto\lidar\site07_neg_auto05_lidar.png
exports_qgis_auto:site07_neg_auto06,exports_qgis_auto,site07_neg_auto06,site07,neg,non_archeologique,non_archeologique,0.026822,0.973178,correct,data\exports_qgis_auto\rgb\site07_neg_auto06.png,data\exports_qgis_auto\lidar\site07_neg_auto06_lidar.png
exports_qgis_auto:site07_patch,exports_qgis_auto,site07_patch,site07,patch,archeologique,archeologique,0.892822,0.892822,correct,data\exports_qgis_auto\rgb\site07_patch.png,data\exports_qgis_auto\lidar\site07_patch_lidar.png
exports_qgis_auto:site08_large,exports_qgis_auto,site08_large,site08,large,archeologique,archeologique,0.810851,0.810851,correct,data\exports_qgis_auto\rgb\site08_large.png,data\exports_qgis_auto\lidar\site08_large_lidar.png
exports_qgis_auto:site08_neg_auto01,exports_qgis_auto,site08_neg_auto01,site08,neg,non_archeologique,non_archeologique,0.386000,0.614000,correct,data\exports_qgis_auto\rgb\site08_neg_auto01.png,data\exports_qgis_auto\lidar\site08_neg_auto01_lidar.png
exports_qgis_auto:site08_neg_auto02,exports_qgis_auto,site08_neg_auto02,site08,neg,non_archeologique,non_archeologique,0.227195,0.772805,correct,data\exports_qgis_auto\rgb\site08_neg_auto02.png,data\exports_qgis_auto\lidar\site08_neg_auto02_lidar.png
exports_qgis_auto:site08_neg_auto03,exports_qgis_auto,site08_neg_auto03,site08,neg,non_archeologique,non_archeologique,0.076634,0.923366,correct,data\exports_qgis_auto\rgb\site08_neg_auto03.png,data\exports_qgis_auto\lidar\site08_neg_auto03_lidar.png
exports_qgis_auto:site08_neg_auto04,exports_qgis_auto,site08_neg_auto04,site08,neg,non_archeologique,non_archeologique,0.295047,0.704953,correct,data\exports_qgis_auto\rgb\site08_neg_auto04.png,data\exports_qgis_auto\lidar\site08_neg_auto04_lidar.png
exports_qgis_auto:site08_neg_auto05,exports_qgis_auto,site08_neg_auto05,site08,neg,non_archeologique,non_archeologique,0.021689,0.978311,correct,data\exports_qgis_auto\rgb\site08_neg_auto05.png,data\exports_qgis_auto\lidar\site08_neg_auto05_lidar.png
exports_qgis_auto:site08_neg_auto06,exports_qgis_auto,site08_neg_auto06,site08,neg,non_archeologique,non_archeologique,0.128657,0.871343,correct,data\exports_qgis_auto\rgb\site08_neg_auto06.png,data\exports_qgis_auto\lidar\site08_neg_auto06_lidar.png
exports_qgis_auto:site08_patch,exports_qgis_auto,site08_patch,site08,patch,archeologique,non_archeologique,0.412652,0.587348,false_negative,data\exports_qgis_auto\rgb\site08_patch.png,data\exports_qgis_auto\lidar\site08_patch_lidar.png
exports_qgis_auto:site09_large,exports_qgis_auto,site09_large,site09,large,archeologique,non_archeologique,0.249866,0.750134,false_negative,data\exports_qgis_auto\rgb\site09_large.png,data\exports_qgis_auto\lidar\site09_large_lidar.png
exports_qgis_auto:site09_neg_auto01,exports_qgis_auto,site09_neg_auto01,site09,neg,non_archeologique,non_archeologique,0.081084,0.918916,correct,data\exports_qgis_auto\rgb\site09_neg_auto01.png,data\exports_qgis_auto\lidar\site09_neg_auto01_lidar.png
exports_qgis_auto:site09_neg_auto02,exports_qgis_auto,site09_neg_auto02,site09,neg,non_archeologique,non_archeologique,0.008246,0.991754,correct,data\exports_qgis_auto\rgb\site09_neg_auto02.png,data\exports_qgis_auto\lidar\site09_neg_auto02_lidar.png
exports_qgis_auto:site09_neg_auto03,exports_qgis_auto,site09_neg_auto03,site09,neg,non_archeologique,non_archeologique,0.013466,0.986534,correct,data\exports_qgis_auto\rgb\site09_neg_auto03.png,data\exports_qgis_auto\lidar\site09_neg_auto03_lidar.png
exports_qgis_auto:site09_neg_auto04,exports_qgis_auto,site09_neg_auto04,site09,neg,non_archeologique,non_archeologique,0.040911,0.959089,correct,data\exports_qgis_auto\rgb\site09_neg_auto04.png,data\exports_qgis_auto\lidar\site09_neg_auto04_lidar.png
exports_qgis_auto:site09_neg_auto05,exports_qgis_auto,site09_neg_auto05,site09,neg,non_archeologique,non_archeologique,0.095504,0.904496,correct,data\exports_qgis_auto\rgb\site09_neg_auto05.png,data\exports_qgis_auto\lidar\site09_neg_auto05_lidar.png
exports_qgis_auto:site09_neg_auto06,exports_qgis_auto,site09_neg_auto06,site09,neg,non_archeologique,non_archeologique,0.051453,0.948547,correct,data\exports_qgis_auto\rgb\site09_neg_auto06.png,data\exports_qgis_auto\lidar\site09_neg_auto06_lidar.png
exports_qgis_auto:site09_patch,exports_qgis_auto,site09_patch,site09,patch,archeologique,non_archeologique,0.013696,0.986304,false_negative,data\exports_qgis_auto\rgb\site09_patch.png,data\exports_qgis_auto\lidar\site09_patch_lidar.png
exports_qgis_auto:site10_large,exports_qgis_auto,site10_large,site10,large,archeologique,non_archeologique,0.064345,0.935655,false_negative,data\exports_qgis_auto\rgb\site10_large.png,data\exports_qgis_auto\lidar\site10_large_lidar.png
