source,modality,image_id,image_path,mask_path,width,height,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_area_ratio,changed_ratio,touches_edge,status
exports_qgis_auto,rgb,site03_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site03_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site03_large_masque.png,3507,2480,1284,750,2904,2367,0.301188,0.003449,False,ok
exports_qgis_auto,rgb,site03_patch,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site03_patch.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site03_patch_masque.png,3507,2480,759,201,2748,2278,0.474989,0.007316,False,ok
exports_qgis_auto,rgb,site03_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site03_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site03_tres_large_masque.png,3507,2480,56,219,2394,2423,0.592473,0.001928,False,ok
exports_qgis_auto,rgb,site04_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site04_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site04_large_masque.png,3507,2480,271,18,2575,1660,0.434979,0.004491,True,bbox_touches_edge
exports_qgis_auto,rgb,site04_patch,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site04_patch.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site04_patch_masque.png,3507,2480,288,493,3220,1987,0.503648,0.008073,False,ok
exports_qgis_auto,rgb,site04_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site04_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site04_tres_large_masque.png,3507,2480,53,3,2875,2453,0.794942,0.002362,True,bbox_touches_edge
exports_qgis_auto,rgb,site05_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site05_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site05_large_masque.png,3507,2480,1450,984,2057,1495,0.035663,0.001965,False,ok
exports_qgis_auto,rgb,site05_patch,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site05_patch.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site05_patch_masque.png,3507,2480,517,201,2990,2278,0.590572,0.008022,False,ok
exports_qgis_auto,rgb,site05_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site05_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site05_tres_large_masque.png,3507,2480,1609,1118,1898,1362,0.008108,0.000912,False,ok
exports_qgis_auto,rgb,site06_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site06_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site06_large_masque.png,3507,2480,872,36,2656,2389,0.482647,0.001999,False,ok
exports_qgis_auto,rgb,site06_patch,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site06_patch.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site06_patch_masque.png,3507,2480,287,365,3220,2110,0.588464,0.008895,False,ok
exports_qgis_auto,rgb,site06_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site06_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site06_tres_large_masque.png,3507,2480,1358,8,3503,2242,0.550964,0.000942,True,bbox_touches_edge
exports_qgis_auto,rgb,site07_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site07_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site07_large_masque.png,3507,2480,1631,1094,1872,1384,0.008036,0.000755,False,ok
exports_qgis_auto,rgb,site07_patch,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site07_patch.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site07_patch_masque.png,3507,2480,883,201,2622,2278,0.415287,0.005636,False,ok
exports_qgis_auto,rgb,site07_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site07_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site07_tres_large_masque.png,3507,2480,1697,1173,1806,1306,0.001667,0.000308,False,bbox_too_small
exports_qgis_auto,rgb,site08_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site08_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site08_large_masque.png,3507,2480,1220,805,2284,1677,0.106677,0.003099,False,ok
exports_qgis_auto,rgb,site08_patch,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site08_patch.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site08_patch_masque.png,3507,2480,484,207,3019,2278,0.603630,0.007410,False,ok
exports_qgis_auto,rgb,site08_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site08_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site08_tres_large_masque.png,3507,2480,1467,1006,2039,1476,0.030911,0.001643,False,ok
exports_qgis_auto,rgb,site09_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site09_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site09_large_masque.png,3507,2480,131,194,2546,2074,0.522020,0.001412,False,ok
exports_qgis_auto,rgb,site09_patch,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site09_patch.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site09_patch_masque.png,3507,2480,137,205,2508,2272,0.563488,0.003646,False,ok
exports_qgis_auto,rgb,site09_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site09_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site09_tres_large_masque.png,3507,2480,105,4,3464,2427,0.935785,0.000727,True,bbox_too_large;bbox_touches_edge
exports_qgis_auto,rgb,site10_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site10_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site10_large_masque.png,3507,2480,1599,1081,1904,1395,0.011011,0.000713,False,ok
exports_qgis_auto,rgb,site10_patch,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site10_patch.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site10_patch_masque.png,3507,2480,740,201,2763,2274,0.482178,0.004696,False,ok
exports_qgis_auto,rgb,site10_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site10_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site10_tres_large_masque.png,3507,2480,559,358,1820,1312,0.138317,0.000308,False,ok
exports_qgis_auto,rgb,site11_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site11_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site11_large_masque.png,3507,2480,1380,808,2297,2044,0.130317,0.001537,False,ok
exports_qgis_auto,rgb,site11_patch,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site11_patch.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site11_patch_masque.png,3507,2480,288,283,3220,2201,0.646584,0.006045,False,ok
exports_qgis_auto,rgb,site11_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site11_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site11_tres_large_masque.png,3507,2480,399,315,3171,2345,0.646996,0.000792,False,ok
exports_qgis_auto,rgb,site12_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site12_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site12_large_masque.png,3507,2480,1426,811,2081,1668,0.064541,0.002988,False,ok
exports_qgis_auto,rgb,site12_patch,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site12_patch.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site12_patch_masque.png,3507,2480,961,201,2546,2278,0.378511,0.007316,False,ok
exports_qgis_auto,rgb,site12_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site12_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site12_tres_large_masque.png,3507,2480,1577,1010,1930,1469,0.018629,0.001581,False,ok
exports_qgis_auto,rgb,site13_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site13_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site13_large_masque.png,3507,2480,1565,920,3037,1993,0.181602,0.001660,False,ok
exports_qgis_auto,rgb,site13_patch,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site13_patch.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site13_patch_masque.png,3507,2480,1137,202,2375,2278,0.295502,0.005518,False,ok
exports_qgis_auto,rgb,site13_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site13_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site13_tres_large_masque.png,3507,2480,1309,4,3507,2370,0.597936,0.000825,True,bbox_touches_edge
exports_qgis_auto,rgb,site14_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site14_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site14_large_masque.png,3507,2480,1428,853,3231,1668,0.168953,0.002677,False,ok
exports_qgis_auto,rgb,site14_patch,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site14_patch.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site14_patch_masque.png,3507,2480,880,201,2626,2276,0.416557,0.007208,False,ok
exports_qgis_auto,rgb,site14_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site14_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site14_tres_large_masque.png,3507,2480,747,161,3327,2383,0.659138,0.001384,False,ok
exports_qgis_auto,rgb,site15_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site15_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site15_large_masque.png,3507,2480,1518,720,1985,1762,0.055950,0.001833,False,ok
exports_qgis_auto,rgb,site15_patch,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site15_patch.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site15_patch_masque.png,3507,2480,1287,205,2214,2278,0.220949,0.003601,False,ok
exports_qgis_auto,rgb,site15_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site15_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site15_tres_large_masque.png,3507,2480,1616,941,1887,1541,0.018695,0.001076,False,ok
