sample_uid,dataset_source,patch_id,site_id,patch_type,true_label,predicted_label,probability_archeologique,confidence,error_type,rgb_path,lidar_path
exports_qgis:site12_neg08,exports_qgis,site12_neg08,site12,neg,non_archeologique,non_archeologique,0.000202,0.999798,correct,data\exports_qgis\rgb\site12_neg08.png,data\exports_qgis\lidar\site12_neg08_lidar.png
exports_qgis:site12_neg09,exports_qgis,site12_neg09,site12,neg,non_archeologique,non_archeologique,0.124986,0.875014,correct,data\exports_qgis\rgb\site12_neg09.png,data\exports_qgis\lidar\site12_neg09_lidar.png
exports_qgis:site12_neg10,exports_qgis,site12_neg10,site12,neg,non_archeologique,archeologique,0.821080,0.821080,false_positive,data\exports_qgis\rgb\site12_neg10.png,data\exports_qgis\lidar\site12_neg10_lidar.png
exports_qgis:site12_neg11,exports_qgis,site12_neg11,site12,neg,non_archeologique,archeologique,0.999412,0.999412,false_positive,data\exports_qgis\rgb\site12_neg11.png,data\exports_qgis\lidar\site12_neg11_lidar.png
exports_qgis:site12_patch01,exports_qgis,site12_patch01,site12,patch,archeologique,non_archeologique,0.438644,0.561356,false_negative,data\exports_qgis\rgb\site12_patch01.png,data\exports_qgis\lidar\site12_patch01_lidar.png
exports_qgis:site12_patch02,exports_qgis,site12_patch02,site12,patch,archeologique,non_archeologique,0.057249,0.942751,false_negative,data\exports_qgis\rgb\site12_patch02.png,data\exports_qgis\lidar\site12_patch02_lidar.png
exports_qgis:site12_patch03,exports_qgis,site12_patch03,site12,patch,archeologique,non_archeologique,0.000688,0.999312,false_negative,data\exports_qgis\rgb\site12_patch03.png,data\exports_qgis\lidar\site12_patch03_lidar.png
exports_qgis:site12_patch04,exports_qgis,site12_patch04,site12,patch,archeologique,non_archeologique,0.006911,0.993089,false_negative,data\exports_qgis\rgb\site12_patch04.png,data\exports_qgis\lidar\site12_patch04_lidar.png
exports_qgis:site12_patch05,exports_qgis,site12_patch05,site12,patch,archeologique,non_archeologique,0.217802,0.782198,false_negative,data\exports_qgis\rgb\site12_patch05.png,data\exports_qgis\lidar\site12_patch05_lidar.png
exports_qgis:site13_large,exports_qgis,site13_large,site13,large,archeologique,archeologique,0.856963,0.856963,correct,data\exports_qgis\rgb\site13_large.png,data\exports_qgis\lidar\site13_large_lidar.png
exports_qgis:site13_neg01,exports_qgis,site13_neg01,site13,neg,non_archeologique,non_archeologique,0.009230,0.990770,correct,data\exports_qgis\rgb\site13_neg01.png,data\exports_qgis\lidar\site13_neg01_lidar.png
exports_qgis:site13_neg02,exports_qgis,site13_neg02,site13,neg,non_archeologique,non_archeologique,0.000138,0.999862,correct,data\exports_qgis\rgb\site13_neg02.png,data\exports_qgis\lidar\site13_neg02_lidar.png
exports_qgis:site13_neg03,exports_qgis,site13_neg03,site13,neg,non_archeologique,non_archeologique,0.193813,0.806187,correct,data\exports_qgis\rgb\site13_neg03.png,data\exports_qgis\lidar\site13_neg03_lidar.png
exports_qgis:site13_neg04,exports_qgis,site13_neg04,site13,neg,non_archeologique,non_archeologique,0.049209,0.950791,correct,data\exports_qgis\rgb\site13_neg04.png,data\exports_qgis\lidar\site13_neg04_lidar.png
exports_qgis:site13_neg05,exports_qgis,site13_neg05,site13,neg,non_archeologique,non_archeologique,0.015850,0.984150,correct,data\exports_qgis\rgb\site13_neg05.png,data\exports_qgis\lidar\site13_neg05_lidar.png
exports_qgis:site13_neg06,exports_qgis,site13_neg06,site13,neg,non_archeologique,non_archeologique,0.040751,0.959249,correct,data\exports_qgis\rgb\site13_neg06.png,data\exports_qgis\lidar\site13_neg06_lidar.png
exports_qgis:site13_neg07,exports_qgis,site13_neg07,site13,neg,non_archeologique,non_archeologique,0.230423,0.769577,correct,data\exports_qgis\rgb\site13_neg07.png,data\exports_qgis\lidar\site13_neg07_lidar.png
exports_qgis:site13_neg08,exports_qgis,site13_neg08,site13,neg,non_archeologique,non_archeologique,0.001910,0.998090,correct,data\exports_qgis\rgb\site13_neg08.png,data\exports_qgis\lidar\site13_neg08_lidar.png
exports_qgis:site13_neg09,exports_qgis,site13_neg09,site13,neg,non_archeologique,non_archeologique,0.007628,0.992372,correct,data\exports_qgis\rgb\site13_neg09.png,data\exports_qgis\lidar\site13_neg09_lidar.png
exports_qgis:site13_neg10,exports_qgis,site13_neg10,site13,neg,non_archeologique,archeologique,0.648861,0.648861,false_positive,data\exports_qgis\rgb\site13_neg10.png,data\exports_qgis\lidar\site13_neg10_lidar.png
exports_qgis:site13_patch01,exports_qgis,site13_patch01,site13,patch,archeologique,archeologique,0.991126,0.991126,correct,data\exports_qgis\rgb\site13_patch01.png,data\exports_qgis\lidar\site13_patch01_lidar.png
exports_qgis:site13_patch02,exports_qgis,site13_patch02,site13,patch,archeologique,archeologique,0.791976,0.791976,correct,data\exports_qgis\rgb\site13_patch02.png,data\exports_qgis\lidar\site13_patch02_lidar.png
exports_qgis:site14_large,exports_qgis,site14_large,site14,large,archeologique,archeologique,0.990055,0.990055,correct,data\exports_qgis\rgb\site14_large.png,data\exports_qgis\lidar\site14_large_lidar.png
exports_qgis:site14_neg01,exports_qgis,site14_neg01,site14,neg,non_archeologique,non_archeologique,0.013560,0.986440,correct,data\exports_qgis\rgb\site14_neg01.png,data\exports_qgis\lidar\site14_neg01_lidar.png
exports_qgis:site14_neg02,exports_qgis,site14_neg02,site14,neg,non_archeologique,non_archeologique,0.221053,0.778947,correct,data\exports_qgis\rgb\site14_neg02.png,data\exports_qgis\lidar\site14_neg02_lidar.png
exports_qgis:site14_neg03,exports_qgis,site14_neg03,site14,neg,non_archeologique,non_archeologique,0.460335,0.539665,correct,data\exports_qgis\rgb\site14_neg03.png,data\exports_qgis\lidar\site14_neg03_lidar.png
exports_qgis:site14_neg04,exports_qgis,site14_neg04,site14,neg,non_archeologique,non_archeologique,0.385491,0.614509,correct,data\exports_qgis\rgb\site14_neg04.png,data\exports_qgis\lidar\site14_neg04_lidar.png
exports_qgis:site14_neg05,exports_qgis,site14_neg05,site14,neg,non_archeologique,non_archeologique,0.007163,0.992837,correct,data\exports_qgis\rgb\site14_neg05.png,data\exports_qgis\lidar\site14_neg05_lidar.png
exports_qgis:site14_neg06,exports_qgis,site14_neg06,site14,neg,non_archeologique,archeologique,0.793968,0.793968,false_positive,data\exports_qgis\rgb\site14_neg06.png,data\exports_qgis\lidar\site14_neg06_lidar.png
exports_qgis:site14_neg07,exports_qgis,site14_neg07,site14,neg,non_archeologique,archeologique,0.951800,0.951800,false_positive,data\exports_qgis\rgb\site14_neg07.png,data\exports_qgis\lidar\site14_neg07_lidar.png
exports_qgis:site14_patch01,exports_qgis,site14_patch01,site14,patch,archeologique,archeologique,0.991295,0.991295,correct,data\exports_qgis\rgb\site14_patch01.png,data\exports_qgis\lidar\site14_patch01_lidar.png
exports_qgis:site14_patch02,exports_qgis,site14_patch02,site14,patch,archeologique,archeologique,0.744877,0.744877,correct,data\exports_qgis\rgb\site14_patch02.png,data\exports_qgis\lidar\site14_patch02_lidar.png
exports_qgis:site14_patch03,exports_qgis,site14_patch03,site14,patch,archeologique,archeologique,0.968141,0.968141,correct,data\exports_qgis\rgb\site14_patch03.png,data\exports_qgis\lidar\site14_patch03_lidar.png
exports_qgis:site14_patch04,exports_qgis,site14_patch04,site14,patch,archeologique,non_archeologique,0.074648,0.925352,false_negative,data\exports_qgis\rgb\site14_patch04.png,data\exports_qgis\lidar\site14_patch04_lidar.png
exports_qgis:site14_patch05,exports_qgis,site14_patch05,site14,patch,archeologique,archeologique,0.990672,0.990672,correct,data\exports_qgis\rgb\site14_patch05.png,data\exports_qgis\lidar\site14_patch05_lidar.png
exports_qgis:site15_neg03,exports_qgis,site15_neg03,site15,neg,non_archeologique,non_archeologique,0.000027,0.999973,correct,data\exports_qgis\rgb\site15_neg03.png,data\exports_qgis\lidar\site15_neg03_lidar.png
exports_qgis:site15_neg04,exports_qgis,site15_neg04,site15,neg,non_archeologique,non_archeologique,0.001386,0.998614,correct,data\exports_qgis\rgb\site15_neg04.png,data\exports_qgis\lidar\site15_neg04_lidar.png
exports_qgis:site15_neg06,exports_qgis,site15_neg06,site15,neg,non_archeologique,non_archeologique,0.000835,0.999165,correct,data\exports_qgis\rgb\site15_neg06.png,data\exports_qgis\lidar\site15_neg06_lidar.png
exports_qgis:site15_neg07,exports_qgis,site15_neg07,site15,neg,non_archeologique,non_archeologique,0.000161,0.999839,correct,data\exports_qgis\rgb\site15_neg07.png,data\exports_qgis\lidar\site15_neg07_lidar.png
exports_qgis:site15_neg08,exports_qgis,site15_neg08,site15,neg,non_archeologique,non_archeologique,0.009830,0.990170,correct,data\exports_qgis\rgb\site15_neg08.png,data\exports_qgis\lidar\site15_neg08_lidar.png
exports_qgis:site15_neg09,exports_qgis,site15_neg09,site15,neg,non_archeologique,non_archeologique,0.000082,0.999918,correct,data\exports_qgis\rgb\site15_neg09.png,data\exports_qgis\lidar\site15_neg09_lidar.png
exports_qgis:site15_patch01,exports_qgis,site15_patch01,site15,patch,archeologique,archeologique,0.502034,0.502034,correct,data\exports_qgis\rgb\site15_patch01.png,data\exports_qgis\lidar\site15_patch01_lidar.png
exports_qgis:site15_patch02,exports_qgis,site15_patch02,site15,patch,archeologique,archeologique,0.749445,0.749445,correct,data\exports_qgis\rgb\site15_patch02.png,data\exports_qgis\lidar\site15_patch02_lidar.png
exports_qgis:site15_patch03,exports_qgis,site15_patch03,site15,patch,archeologique,non_archeologique,0.250322,0.749678,false_negative,data\exports_qgis\rgb\site15_patch03.png,data\exports_qgis\lidar\site15_patch03_lidar.png
exports_qgis_auto:site01_large,exports_qgis_auto,site01_large,site01,large,archeologique,archeologique,0.997328,0.997328,correct,data\exports_qgis_auto\rgb\site01_large.png,data\exports_qgis_auto\lidar\site01_large_lidar.png
exports_qgis_auto:site01_neg_auto01,exports_qgis_auto,site01_neg_auto01,site01,neg,non_archeologique,archeologique,0.504050,0.504050,false_positive,data\exports_qgis_auto\rgb\site01_neg_auto01.png,data\exports_qgis_auto\lidar\site01_neg_auto01_lidar.png
exports_qgis_auto:site01_neg_auto02,exports_qgis_auto,site01_neg_auto02,site01,neg,non_archeologique,non_archeologique,0.000091,0.999909,correct,data\exports_qgis_auto\rgb\site01_neg_auto02.png,data\exports_qgis_auto\lidar\site01_neg_auto02_lidar.png
exports_qgis_auto:site01_neg_auto03,exports_qgis_auto,site01_neg_auto03,site01,neg,non_archeologique,archeologique,0.999812,0.999812,false_positive,data\exports_qgis_auto\rgb\site01_neg_auto03.png,data\exports_qgis_auto\lidar\site01_neg_auto03_lidar.png
exports_qgis_auto:site01_neg_auto04,exports_qgis_auto,site01_neg_auto04,site01,neg,non_archeologique,non_archeologique,0.000000,1.000000,correct,data\exports_qgis_auto\rgb\site01_neg_auto04.png,data\exports_qgis_auto\lidar\site01_neg_auto04_lidar.png
exports_qgis_auto:site01_neg_auto05,exports_qgis_auto,site01_neg_auto05,site01,neg,non_archeologique,archeologique,0.991861,0.991861,false_positive,data\exports_qgis_auto\rgb\site01_neg_auto05.png,data\exports_qgis_auto\lidar\site01_neg_auto05_lidar.png
exports_qgis_auto:site01_neg_auto06,exports_qgis_auto,site01_neg_auto06,site01,neg,non_archeologique,non_archeologique,0.008546,0.991454,correct,data\exports_qgis_auto\rgb\site01_neg_auto06.png,data\exports_qgis_auto\lidar\site01_neg_auto06_lidar.png
exports_qgis_auto:site01_patch,exports_qgis_auto,site01_patch,site01,patch,archeologique,archeologique,0.897653,0.897653,correct,data\exports_qgis_auto\rgb\site01_patch.png,data\exports_qgis_auto\lidar\site01_patch_lidar.png
exports_qgis_auto:site02_large,exports_qgis_auto,site02_large,site02,large,archeologique,archeologique,0.785950,0.785950,correct,data\exports_qgis_auto\rgb\site02_large.png,data\exports_qgis_auto\lidar\site02_large_lidar.png
exports_qgis_auto:site02_neg_auto01,exports_qgis_auto,site02_neg_auto01,site02,neg,non_archeologique,archeologique,0.783288,0.783288,false_positive,data\exports_qgis_auto\rgb\site02_neg_auto01.png,data\exports_qgis_auto\lidar\site02_neg_auto01_lidar.png
exports_qgis_auto:site02_neg_auto03,exports_qgis_auto,site02_neg_auto03,site02,neg,non_archeologique,archeologique,0.983389,0.983389,false_positive,data\exports_qgis_auto\rgb\site02_neg_auto03.png,data\exports_qgis_auto\lidar\site02_neg_auto03_lidar.png
exports_qgis_auto:site02_neg_auto04,exports_qgis_auto,site02_neg_auto04,site02,neg,non_archeologique,non_archeologique,0.415885,0.584115,correct,data\exports_qgis_auto\rgb\site02_neg_auto04.png,data\exports_qgis_auto\lidar\site02_neg_auto04_lidar.png
exports_qgis_auto:site02_neg_auto05,exports_qgis_auto,site02_neg_auto05,site02,neg,non_archeologique,archeologique,0.993715,0.993715,false_positive,data\exports_qgis_auto\rgb\site02_neg_auto05.png,data\exports_qgis_auto\lidar\site02_neg_auto05_lidar.png
exports_qgis_auto:site02_neg_auto06,exports_qgis_auto,site02_neg_auto06,site02,neg,non_archeologique,archeologique,0.797976,0.797976,false_positive,data\exports_qgis_auto\rgb\site02_neg_auto06.png,data\exports_qgis_auto\lidar\site02_neg_auto06_lidar.png
exports_qgis_auto:site02_patch,exports_qgis_auto,site02_patch,site02,patch,archeologique,archeologique,0.946224,0.946224,correct,data\exports_qgis_auto\rgb\site02_patch.png,data\exports_qgis_auto\lidar\site02_patch_lidar.png
exports_qgis_auto:site03_large,exports_qgis_auto,site03_large,site03,large,archeologique,non_archeologique,0.004886,0.995114,false_negative,data\exports_qgis_auto\rgb\site03_large.png,data\exports_qgis_auto\lidar\site03_large_lidar.png
exports_qgis_auto:site03_neg_auto01,exports_qgis_auto,site03_neg_auto01,site03,neg,non_archeologique,non_archeologique,0.005858,0.994142,correct,data\exports_qgis_auto\rgb\site03_neg_auto01.png,data\exports_qgis_auto\lidar\site03_neg_auto01_lidar.png
exports_qgis_auto:site03_neg_auto02,exports_qgis_auto,site03_neg_auto02,site03,neg,non_archeologique,non_archeologique,0.010424,0.989576,correct,data\exports_qgis_auto\rgb\site03_neg_auto02.png,data\exports_qgis_auto\lidar\site03_neg_auto02_lidar.png
exports_qgis_auto:site03_neg_auto03,exports_qgis_auto,site03_neg_auto03,site03,neg,non_archeologique,non_archeologique,0.000009,0.999991,correct,data\exports_qgis_auto\rgb\site03_neg_auto03.png,data\exports_qgis_auto\lidar\site03_neg_auto03_lidar.png
exports_qgis_auto:site03_neg_auto04,exports_qgis_auto,site03_neg_auto04,site03,neg,non_archeologique,non_archeologique,0.137775,0.862225,correct,data\exports_qgis_auto\rgb\site03_neg_auto04.png,data\exports_qgis_auto\lidar\site03_neg_auto04_lidar.png
exports_qgis_auto:site03_neg_auto05,exports_qgis_auto,site03_neg_auto05,site03,neg,non_archeologique,non_archeologique,0.030074,0.969926,correct,data\exports_qgis_auto\rgb\site03_neg_auto05.png,data\exports_qgis_auto\lidar\site03_neg_auto05_lidar.png
exports_qgis_auto:site03_neg_auto06,exports_qgis_auto,site03_neg_auto06,site03,neg,non_archeologique,non_archeologique,0.000152,0.999848,correct,data\exports_qgis_auto\rgb\site03_neg_auto06.png,data\exports_qgis_auto\lidar\site03_neg_auto06_lidar.png
exports_qgis_auto:site03_patch,exports_qgis_auto,site03_patch,site03,patch,archeologique,non_archeologique,0.000631,0.999369,false_negative,data\exports_qgis_auto\rgb\site03_patch.png,data\exports_qgis_auto\lidar\site03_patch_lidar.png
exports_qgis_auto:site04_large,exports_qgis_auto,site04_large,site04,large,archeologique,archeologique,0.604488,0.604488,correct,data\exports_qgis_auto\rgb\site04_large.png,data\exports_qgis_auto\lidar\site04_large_lidar.png
exports_qgis_auto:site04_neg_auto01,exports_qgis_auto,site04_neg_auto01,site04,neg,non_archeologique,non_archeologique,0.016442,0.983558,correct,data\exports_qgis_auto\rgb\site04_neg_auto01.png,data\exports_qgis_auto\lidar\site04_neg_auto01_lidar.png
exports_qgis_auto:site04_neg_auto02,exports_qgis_auto,site04_neg_auto02,site04,neg,non_archeologique,non_archeologique,0.085000,0.915000,correct,data\exports_qgis_auto\rgb\site04_neg_auto02.png,data\exports_qgis_auto\lidar\site04_neg_auto02_lidar.png
exports_qgis_auto:site04_neg_auto03,exports_qgis_auto,site04_neg_auto03,site04,neg,non_archeologique,non_archeologique,0.000465,0.999535,correct,data\exports_qgis_auto\rgb\site04_neg_auto03.png,data\exports_qgis_auto\lidar\site04_neg_auto03_lidar.png
exports_qgis_auto:site04_neg_auto04,exports_qgis_auto,site04_neg_auto04,site04,neg,non_archeologique,non_archeologique,0.008308,0.991692,correct,data\exports_qgis_auto\rgb\site04_neg_auto04.png,data\exports_qgis_auto\lidar\site04_neg_auto04_lidar.png
exports_qgis_auto:site04_neg_auto05,exports_qgis_auto,site04_neg_auto05,site04,neg,non_archeologique,non_archeologique,0.003526,0.996474,correct,data\exports_qgis_auto\rgb\site04_neg_auto05.png,data\exports_qgis_auto\lidar\site04_neg_auto05_lidar.png
exports_qgis_auto:site04_neg_auto06,exports_qgis_auto,site04_neg_auto06,site04,neg,non_archeologique,non_archeologique,0.497047,0.502953,correct,data\exports_qgis_auto\rgb\site04_neg_auto06.png,data\exports_qgis_auto\lidar\site04_neg_auto06_lidar.png
exports_qgis_auto:site04_patch,exports_qgis_auto,site04_patch,site04,patch,archeologique,archeologique,0.937018,0.937018,correct,data\exports_qgis_auto\rgb\site04_patch.png,data\exports_qgis_auto\lidar\site04_patch_lidar.png
exports_qgis_auto:site05_large,exports_qgis_auto,site05_large,site05,large,archeologique,non_archeologique,0.035696,0.964304,false_negative,data\exports_qgis_auto\rgb\site05_large.png,data\exports_qgis_auto\lidar\site05_large_lidar.png
exports_qgis_auto:site05_neg_auto01,exports_qgis_auto,site05_neg_auto01,site05,neg,non_archeologique,non_archeologique,0.000031,0.999969,correct,data\exports_qgis_auto\rgb\site05_neg_auto01.png,data\exports_qgis_auto\lidar\site05_neg_auto01_lidar.png
exports_qgis_auto:site05_neg_auto02,exports_qgis_auto,site05_neg_auto02,site05,neg,non_archeologique,non_archeologique,0.001036,0.998964,correct,data\exports_qgis_auto\rgb\site05_neg_auto02.png,data\exports_qgis_auto\lidar\site05_neg_auto02_lidar.png
exports_qgis_auto:site05_neg_auto03,exports_qgis_auto,site05_neg_auto03,site05,neg,non_archeologique,non_archeologique,0.000046,0.999954,correct,data\exports_qgis_auto\rgb\site05_neg_auto03.png,data\exports_qgis_auto\lidar\site05_neg_auto03_lidar.png
exports_qgis_auto:site05_neg_auto04,exports_qgis_auto,site05_neg_auto04,site05,neg,non_archeologique,non_archeologique,0.001673,0.998327,correct,data\exports_qgis_auto\rgb\site05_neg_auto04.png,data\exports_qgis_auto\lidar\site05_neg_auto04_lidar.png
exports_qgis_auto:site05_neg_auto05,exports_qgis_auto,site05_neg_auto05,site05,neg,non_archeologique,non_archeologique,0.000036,0.999964,correct,data\exports_qgis_auto\rgb\site05_neg_auto05.png,data\exports_qgis_auto\lidar\site05_neg_auto05_lidar.png
exports_qgis_auto:site05_neg_auto06,exports_qgis_auto,site05_neg_auto06,site05,neg,non_archeologique,non_archeologique,0.000612,0.999388,correct,data\exports_qgis_auto\rgb\site05_neg_auto06.png,data\exports_qgis_auto\lidar\site05_neg_auto06_lidar.png
exports_qgis_auto:site05_patch,exports_qgis_auto,site05_patch,site05,patch,archeologique,archeologique,0.979489,0.979489,correct,data\exports_qgis_auto\rgb\site05_patch.png,data\exports_qgis_auto\lidar\site05_patch_lidar.png
exports_qgis_auto:site06_large,exports_qgis_auto,site06_large,site06,large,archeologique,non_archeologique,0.004371,0.995629,false_negative,data\exports_qgis_auto\rgb\site06_large.png,data\exports_qgis_auto\lidar\site06_large_lidar.png
exports_qgis_auto:site06_neg_auto01,exports_qgis_auto,site06_neg_auto01,site06,neg,non_archeologique,non_archeologique,0.000568,0.999432,correct,data\exports_qgis_auto\rgb\site06_neg_auto01.png,data\exports_qgis_auto\lidar\site06_neg_auto01_lidar.png
exports_qgis_auto:site06_neg_auto02,exports_qgis_auto,site06_neg_auto02,site06,neg,non_archeologique,non_archeologique,0.000062,0.999938,correct,data\exports_qgis_auto\rgb\site06_neg_auto02.png,data\exports_qgis_auto\lidar\site06_neg_auto02_lidar.png
exports_qgis_auto:site06_neg_auto03,exports_qgis_auto,site06_neg_auto03,site06,neg,non_archeologique,non_archeologique,0.031465,0.968535,correct,data\exports_qgis_auto\rgb\site06_neg_auto03.png,data\exports_qgis_auto\lidar\site06_neg_auto03_lidar.png
exports_qgis_auto:site06_neg_auto04,exports_qgis_auto,site06_neg_auto04,site06,neg,non_archeologique,non_archeologique,0.000027,0.999973,correct,data\exports_qgis_auto\rgb\site06_neg_auto04.png,data\exports_qgis_auto\lidar\site06_neg_auto04_lidar.png
exports_qgis_auto:site06_neg_auto05,exports_qgis_auto,site06_neg_auto05,site06,neg,non_archeologique,non_archeologique,0.000001,0.999999,correct,data\exports_qgis_auto\rgb\site06_neg_auto05.png,data\exports_qgis_auto\lidar\site06_neg_auto05_lidar.png
exports_qgis_auto:site06_neg_auto06,exports_qgis_auto,site06_neg_auto06,site06,neg,non_archeologique,non_archeologique,0.000371,0.999629,correct,data\exports_qgis_auto\rgb\site06_neg_auto06.png,data\exports_qgis_auto\lidar\site06_neg_auto06_lidar.png
exports_qgis_auto:site06_patch,exports_qgis_auto,site06_patch,site06,patch,archeologique,non_archeologique,0.034450,0.965550,false_negative,data\exports_qgis_auto\rgb\site06_patch.png,data\exports_qgis_auto\lidar\site06_patch_lidar.png
exports_qgis_auto:site07_large,exports_qgis_auto,site07_large,site07,large,archeologique,non_archeologique,0.103790,0.896210,false_negative,data\exports_qgis_auto\rgb\site07_large.png,data\exports_qgis_auto\lidar\site07_large_lidar.png
exports_qgis_auto:site07_neg_auto01,exports_qgis_auto,site07_neg_auto01,site07,neg,non_archeologique,non_archeologique,0.002035,0.997965,correct,data\exports_qgis_auto\rgb\site07_neg_auto01.png,data\exports_qgis_auto\lidar\site07_neg_auto01_lidar.png
exports_qgis_auto:site07_neg_auto02,exports_qgis_auto,site07_neg_auto02,site07,neg,non_archeologique,non_archeologique,0.079098,0.920902,correct,data\exports_qgis_auto\rgb\site07_neg_auto02.png,data\exports_qgis_auto\lidar\site07_neg_auto02_lidar.png
exports_qgis_auto:site07_neg_auto03,exports_qgis_auto,site07_neg_auto03,site07,neg,non_archeologique,non_archeologique,0.000084,0.999916,correct,data\exports_qgis_auto\rgb\site07_neg_auto03.png,data\exports_qgis_auto\lidar\site07_neg_auto03_lidar.png
exports_qgis_auto:site07_neg_auto04,exports_qgis_auto,site07_neg_auto04,site07,neg,non_archeologique,non_archeologique,0.000362,0.999638,correct,data\exports_qgis_auto\rgb\site07_neg_auto04.png,data\exports_qgis_auto\lidar\site07_neg_auto04_lidar.png
exports_qgis_auto:site07_neg_auto05,exports_qgis_auto,site07_neg_auto05,site07,neg,non_archeologique,non_archeologique,0.000848,0.999152,correct,data\exports_qgis_auto\rgb\site07_neg_auto05.png,data\exports_qgis_auto\lidar\site07_neg_auto05_lidar.png
exports_qgis_auto:site07_neg_auto06,exports_qgis_auto,site07_neg_auto06,site07,neg,non_archeologique,non_archeologique,0.000014,0.999986,correct,data\exports_qgis_auto\rgb\site07_neg_auto06.png,data\exports_qgis_auto\lidar\site07_neg_auto06_lidar.png
exports_qgis_auto:site07_patch,exports_qgis_auto,site07_patch,site07,patch,archeologique,archeologique,0.997739,0.997739,correct,data\exports_qgis_auto\rgb\site07_patch.png,data\exports_qgis_auto\lidar\site07_patch_lidar.png
exports_qgis_auto:site08_large,exports_qgis_auto,site08_large,site08,large,archeologique,archeologique,0.996609,0.996609,correct,data\exports_qgis_auto\rgb\site08_large.png,data\exports_qgis_auto\lidar\site08_large_lidar.png
exports_qgis_auto:site08_neg_auto01,exports_qgis_auto,site08_neg_auto01,site08,neg,non_archeologique,non_archeologique,0.091119,0.908881,correct,data\exports_qgis_auto\rgb\site08_neg_auto01.png,data\exports_qgis_auto\lidar\site08_neg_auto01_lidar.png
exports_qgis_auto:site08_neg_auto02,exports_qgis_auto,site08_neg_auto02,site08,neg,non_archeologique,non_archeologique,0.025267,0.974733,correct,data\exports_qgis_auto\rgb\site08_neg_auto02.png,data\exports_qgis_auto\lidar\site08_neg_auto02_lidar.png
exports_qgis_auto:site08_neg_auto03,exports_qgis_auto,site08_neg_auto03,site08,neg,non_archeologique,non_archeologique,0.010404,0.989596,correct,data\exports_qgis_auto\rgb\site08_neg_auto03.png,data\exports_qgis_auto\lidar\site08_neg_auto03_lidar.png
exports_qgis_auto:site08_neg_auto04,exports_qgis_auto,site08_neg_auto04,site08,neg,non_archeologique,non_archeologique,0.386918,0.613082,correct,data\exports_qgis_auto\rgb\site08_neg_auto04.png,data\exports_qgis_auto\lidar\site08_neg_auto04_lidar.png
exports_qgis_auto:site08_neg_auto05,exports_qgis_auto,site08_neg_auto05,site08,neg,non_archeologique,non_archeologique,0.000020,0.999980,correct,data\exports_qgis_auto\rgb\site08_neg_auto05.png,data\exports_qgis_auto\lidar\site08_neg_auto05_lidar.png
exports_qgis_auto:site08_neg_auto06,exports_qgis_auto,site08_neg_auto06,site08,neg,non_archeologique,non_archeologique,0.000823,0.999177,correct,data\exports_qgis_auto\rgb\site08_neg_auto06.png,data\exports_qgis_auto\lidar\site08_neg_auto06_lidar.png
exports_qgis_auto:site08_patch,exports_qgis_auto,site08_patch,site08,patch,archeologique,non_archeologique,0.460047,0.539953,false_negative,data\exports_qgis_auto\rgb\site08_patch.png,data\exports_qgis_auto\lidar\site08_patch_lidar.png
exports_qgis_auto:site09_large,exports_qgis_auto,site09_large,site09,large,archeologique,non_archeologique,0.104095,0.895905,false_negative,data\exports_qgis_auto\rgb\site09_large.png,data\exports_qgis_auto\lidar\site09_large_lidar.png
exports_qgis_auto:site09_neg_auto01,exports_qgis_auto,site09_neg_auto01,site09,neg,non_archeologique,non_archeologique,0.001662,0.998338,correct,data\exports_qgis_auto\rgb\site09_neg_auto01.png,data\exports_qgis_auto\lidar\site09_neg_auto01_lidar.png
exports_qgis_auto:site09_neg_auto02,exports_qgis_auto,site09_neg_auto02,site09,neg,non_archeologique,non_archeologique,0.000002,0.999998,correct,data\exports_qgis_auto\rgb\site09_neg_auto02.png,data\exports_qgis_auto\lidar\site09_neg_auto02_lidar.png
exports_qgis_auto:site09_neg_auto03,exports_qgis_auto,site09_neg_auto03,site09,neg,non_archeologique,non_archeologique,0.000098,0.999902,correct,data\exports_qgis_auto\rgb\site09_neg_auto03.png,data\exports_qgis_auto\lidar\site09_neg_auto03_lidar.png
exports_qgis_auto:site09_neg_auto04,exports_qgis_auto,site09_neg_auto04,site09,neg,non_archeologique,non_archeologique,0.000562,0.999438,correct,data\exports_qgis_auto\rgb\site09_neg_auto04.png,data\exports_qgis_auto\lidar\site09_neg_auto04_lidar.png
exports_qgis_auto:site09_neg_auto05,exports_qgis_auto,site09_neg_auto05,site09,neg,non_archeologique,non_archeologique,0.002467,0.997533,correct,data\exports_qgis_auto\rgb\site09_neg_auto05.png,data\exports_qgis_auto\lidar\site09_neg_auto05_lidar.png
exports_qgis_auto:site09_neg_auto06,exports_qgis_auto,site09_neg_auto06,site09,neg,non_archeologique,non_archeologique,0.000398,0.999602,correct,data\exports_qgis_auto\rgb\site09_neg_auto06.png,data\exports_qgis_auto\lidar\site09_neg_auto06_lidar.png
exports_qgis_auto:site09_patch,exports_qgis_auto,site09_patch,site09,patch,archeologique,non_archeologique,0.000012,0.999988,false_negative,data\exports_qgis_auto\rgb\site09_patch.png,data\exports_qgis_auto\lidar\site09_patch_lidar.png
exports_qgis_auto:site10_large,exports_qgis_auto,site10_large,site10,large,archeologique,non_archeologique,0.001298,0.998702,false_negative,data\exports_qgis_auto\rgb\site10_large.png,data\exports_qgis_auto\lidar\site10_large_lidar.png
